(1.000000;1.000000)
(1.100000;0.692308)
(1.200000;0.450549)
(1.300000;0.257143)
(1.400000;0.100000)
(1.500000;-0.029412)
(1.600000;-0.137255)
(1.700000;-0.228070)
(1.800000;-0.305263)
(1.900000;-0.371429)



(1.000000;1.000000)
(1.050000;0.826087)
(1.100000;0.673913)
(1.150000;0.540000)
(1.200000;0.421538)
(1.250000;0.316239)
(1.300000;0.222222)
(1.350000;0.137931)
(1.400000;0.062069)
(1.450000;-0.006452)
(1.500000;-0.068548)
(1.550000;-0.125000)
(1.600000;-0.176471)
(1.650000;-0.223529)
(1.700000;-0.266667)
(1.750000;-0.306306)
(1.800000;-0.342817)
(1.850000;-0.376518)
(1.900000;-0.407692)
(1.950000;-0.436585)



(1.000000;1.000000)
(1.025000;0.906977)
(1.050000;0.820296)
(1.075000;0.739394)
(1.100000;0.663768)
(1.125000;0.592969)
(1.150000;0.526596)
(1.175000;0.464286)
(1.200000;0.405714)
(1.225000;0.350588)
(1.250000;0.298643)
(1.275000;0.249637)
(1.300000;0.203354)
(1.325000;0.159596)
(1.350000;0.118182)
(1.375000;0.078947)
(1.400000;0.041742)
(1.425000;0.006429)
(1.450000;-0.027119)
(1.475000;-0.059016)
(1.500000;-0.089371)
(1.525000;-0.118280)
(1.550000;-0.145833)
(1.575000;-0.172115)
(1.600000;-0.197203)
(1.625000;-0.221167)
(1.650000;-0.244074)
(1.675000;-0.265985)
(1.700000;-0.286957)
(1.725000;-0.307042)
(1.750000;-0.326291)
(1.775000;-0.344749)
(1.800000;-0.362458)
(1.825000;-0.379459)
(1.850000;-0.395789)
(1.875000;-0.411483)
(1.900000;-0.426573)
(1.925000;-0.441091)
(1.950000;-0.455063)
(1.975000;-0.468519)
(2.000000;-0.481481)



